id,wmo,icao,iata,name,custom-name,elevation,pressure-sensor-height,latitude,longitude,priority,country-code,time-zone,state-region,runway-direction-1,runway-direction-2,minimum-sector-altitude,group,flags,icao-region,polygon,polyline,population,custom-id,GML-id,organisation,hide-coordinates,type,source,state,area-number
au.bom:#.IPA.NDB,,IPA,,ISLA DE PASCUA,,,,-27.15667,-109.425,,,,,,,,,----------N-,#,,,,,,,,NDB,----a---,,
au.bom:#.IPA.VORDME,,IPA,,ISLA DE PASCUA,,,,-27.16333,-109.40667,,,,,,,,,----------N-,#,,,,,,,,VORDME,----a---,,
au.bom:#.ND.NDB,,ND,,TANJUNG PANDAN,,,,-2.755,107.75167,,,,,,,,,----------N-,#,,,,,,,,NDB,----a---,,
au.bom:#.RN.NDB,,RN,,RANAI,,,,3.905,108.39167,,,,,,,,,----------N-,#,,,,,,,,NDB,----a---,,
au.bom:#.TKK.DME,,TKK,,TRUK (WENO ISL),,,,7.455,151.83667,,,,,,,,,----------N-,#,,,,,,,,DME,----a---,,
au.bom:#.TKK.NDB,,TKK,,TRUK (WENO ISL),,,,7.45667,151.84,,,,,,,,,----------N-,#,,,,,,,,NDB,----a---,,
au.bom:#.YP.NDBDME,,YP,,YAP ISLAND,,,,9.485,138.08,,,,,,,,,----------N-,#,,,,,,,,NDBDME,----a---,,
au.bom:#.ZW.NDB,,ZW,,WAMENA,,,,-4.1,138.95667,,,,,,,,,----------N-,#,,,,,,,,NDB,----a---,,
au.bom:.ICS.DME,,ICS,,CAIRNS,,,,-16.86908,145.74343,,,,,,,,,----------N-,,,,,,,,,DME,----a---,QLD,
au.bom:.IEN.DME,,IEN,,ESSENDON,,,,-37.72973,144.9106,,,,,,,,,----------N-,,,,,,,,,DME,----a---,VIC,
au.bom:.IGD.DME,,IGD,,PERTH,,,,-31.9314,115.9694,,,,,,,,,----------N-,,,,,,,,,DME,----a---,WA,
au.bom:.IPH.DME,,IPH,,PERTH,,,,-31.93364,115.97691,,,,,,,,,----------N-,,,,,,,,,DME,----a---,WA,
au.bom:.ITL.DME,,ITL,,TOWNSVILLE,,,,-19.25517,146.76454,,,,,,,,,----------N-,,,,,,,,,DME,----a---,QLD,
au.bom:.IWM.DME,,IWM,,WILLIAMTOWN,,,,-32.79135,151.8265,,,,,,,,,----------N-,,,,,,,,,DME,----a---,NSW,
au.bom:AG.AGGA.AD,,AGGA,,AUKI,,,,-8.695,160.68,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGB.AD,,AGGB,,BELLONA,,,,-11.295,159.79667,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGC.AD,,AGGC,,CHOISEUL BAY,,,,-6.705,156.395,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGE.AD,,AGGE,,BALLALAE,,,,-6.98388,155.88498,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGF.AD,,AGGF,,FERA,,,,-8.1,159.57667,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGH.AD,,AGGH,,HONIARA,,,,-9.41778,160.05361,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGI.AD,,AGGI,,BABANAKIRA,,,,-9.74833,159.84,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGJ.AD,,AGGJ,,AVUAVU,,,,-9.86667,160.41167,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGK.AD,,AGGK,,KIRAKIRA,,,,-10.44167,161.89667,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGL.AD,,AGGL,,SANTA CRUZ,,,,-10.71333,165.7936,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGM.AD,,AGGM,,MUNDA,,,,-8.32008,157.26227,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGN.AD,,AGGN,,GIZO,,,,-8.09167,156.86333,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGO.AD,,AGGO,,MONO,,,,-7.39833,155.55,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGP.AD,,AGGP,,PARASI,,,,-9.64,160.425,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGQ.AD,,AGGQ,,ONTONG JAVA,,,,-5.50667,159.52667,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGR.AD,,AGGR,,RENNELL,,,,-11.54333,160.06167,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGS.AD,,AGGS,,SEGHE,,,,-8.57167,157.875,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGT.AD,,AGGT,,SANTA ANNA,,,,-10.84167,162.455,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGU.AD,,AGGU,,MARAU,,,,-9.96,160.825,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGV.AD,,AGGV,,SUAVANAO,,,,-7.57807,158.73056,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AGGY.AD,,AGGY,,YANDINA,,,,-9.09389,159.21833,,,,,,,,,--------A---,AG,,,,,,,,AD,----a---,,
au.bom:AG.AKNAK.WPT,,AKNAK,,AKNAK,,,,-13.22045,164.39326,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ALSAR.WPT,,ALSAR,,ALSAR,,,,-8.84696,159.19852,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ANSTA.WPT,,ANSTA,,ANSTA,,,,-10.10939,160.7763,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ARDGU.WPT,,ARDGU,,ARDGU,,,,-9.56096,159.01296,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ATVIG.WPT,,ATVIG,,ATVIG,,,,-10.29167,161.91,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.BAKOS.WPT,,BAKOS,,BAKOS,,,,-10.11378,162.99993,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.BISTT.WPT,,BISTT,,BISTT,,,,-11.02635,159.46757,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.CROPO.WPT,,CROPO,,CROPO,,,,-8.83275,160.82089,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.CULES.WPT,,CULES,,CULES,,,,-9.93619,159.13571,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.DEWER.WPT,,DEWER,,DEWER,,,,-9.66864,161,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.DUGOM.WPT,,DUGOM,,DUGOM,,,,-6.545,156.04773,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ENDAL.WPT,,ENDAL,,ENDAL,,,,-6.73303,155.99667,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.FA.NDB,,FA,,FERA / MARINGE,,,,-8.10861,159.57694,,,,,,,,,----------N-,AG,,,,,,,,NDB,----a---,,
au.bom:AG.GIZO.WPT,,GIZO,,GIZO,,,,-8.09167,156.86333,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.GREFS.WPT,,GREFS,,GREFS,,,,-10.26339,158.54616,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.HN.NDB,,HN,,HONIARA,,,,-9.42472,160.05472,,,,,,,,,----------N-,AG,,,,,,,,NDB,----a---,,
au.bom:AG.HN.VORDME,,HN,,HONIARA,,,,-9.43667,160.01667,,,,,,,,,----------N-,AG,,,,,,,,VORDME,----a---,,
au.bom:AG.IDSEK.WPT,,IDSEK,,IDSEK,,,,-9.675,158.07,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ILEWA.WPT,,ILEWA,,ILEWA,,,,-10.16715,160.72043,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.INAWO.WPT,,INAWO,,INAWO,,,,-9.04868,159.08808,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.IRRIE.WPT,,IRRIE,,IRRIE,,,,-8.58964,159.48521,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.KAGLI.WPT,,KAGLI,,KAGLI,,,,-7.26582,162.85971,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.KAKOP.WPT,,KAKOP,,KAKOP,,,,-5.61796,157.65071,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.KALUA.WPT,,KALUA,,KALUA,,,,-10.595,164,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.KARSM.WPT,,KARSM,,KARSM,,,,-8.65861,160.6492,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.LAWIN.WPT,,LAWIN,,LAWIN,,,,-10.66,165,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.LEGOT.WPT,,LEGOT,,LEGOT,,,,-12.17736,166.22198,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.MAMAS.WPT,,MAMAS,,MAMAS,,,,-10.33144,163.99992,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.MANOT.WPT,,MANOT,,MANOT,,,,-6.7177,162.2121,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.MARAU.WPT,,MARAU,,MARAU,,,,-9.87167,160.82,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.MUDAN.WPT,,MUDAN,,MUDAN,,,,-7.74748,157.68513,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.NIPER.WPT,,NIPER,,NIPER,,,,-13.46368,163.96083,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ORING.WPT,,ORING,,ORING,,,,-8.51847,159.62331,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.PONOK.WPT,,PONOK,,PONOK,,,,-5.26949,158.25203,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.PYCRE.WPT,,PYCRE,,PYCRE,,,,-10.35383,160.44627,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.RUPAS.WPT,,RUPAS,,RUPAS,,,,-10.52333,163,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.SCRUZ.WPT,,SCRUZ,,SCRUZ,,,,-10.71333,165.7936,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.SONDA.WPT,,SONDA,,SONDA,,,,-9.8555,160.94137,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.TERPE.WPT,,TERPE,,TERPE,,,,-9.91375,159.75798,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.THARS.WPT,,THARS,,THARS,,,,-9.64225,158.34307,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.ULAWA.WPT,,ULAWA,,ULAWA,,,,-9.87572,161.92525,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AG.UMCRE.WPT,,UMCRE,,UMCRE,,,,-10.39332,159.68841,,,,,,,,,---------W--,AG,,,,,,,,WPT,----a---,,
au.bom:AN.ANYN.AD,,ANYN,,NAURU ISLAND,,,,-.54667,166.91667,,,,,,,,,--------A---,AN,,,,,,,,AD,----a---,,
au.bom:AN.ATIBA.WPT,,ATIBA,,ATIBA,,,,-3.73333,167.18333,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.BIGRA.WPT,,BIGRA,,BIGRA,,,,1.77333,164.25333,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.ELNUR.WPT,,ELNUR,,ELNUR,,,,3.5,166.50833,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.FENSE.WPT,,FENSE,,FENSE,,,,3.5,162.26167,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.LEPKA.WPT,,LEPKA,,LEPKA,,,,-1.50667,170,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.MARTI.WPT,,MARTI,,MARTI,,,,3.5,169.275,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.MORNA.WPT,,MORNA,,MORNA,,,,-3,165.16667,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.MUBIT.WPT,,MUBIT,,MUBIT,,,,3.5,164.66833,,,,,,,,,---------W--,AN,,,,,,,,WPT,----a---,,
au.bom:AN.NI.NDB,,NI,,NAURU,,,,-.54278,166.91806,,,,,,,,,----------N-,AN,,,,,,,,NDB,----a---,,
au.bom:AN.NI.VORDME,,NI,,NAURU,,,,-.54389,166.92083,,,,,,,,,----------N-,AN,,,,,,,,VORDME,----a---,,
au.bom:AU.WLPNE.GNA,,WLPNE,,WEST ANGELAS RWY22 CENTRE INIT APP,,,,-23.02656,118.95688,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPNF.GNA,,WLPNF,,WEST ANGELAS RWY22 FINAL APP,,,,-23.06842,118.78193,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPNG.GNA,,WLPNG,,WEST ANGELAS RWY22 LEFT INIT APP,,,,-23.11642,118.92061,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPNH.GNA,,WLPNH,,WEST ANGELAS RWY22 MISSED APP HOLD,,,,-23.1738,118.66574,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPNI.GNA,,WLPNI,,WEST ANGELAS RWY22 INTERMEDIATE APP,,,,-23.04751,118.86942,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPNM.GNA,,WLPNM,,WEST ANGELAS RWY22 MISSED APP,,,,-23.12698,118.7174,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPSA.GNA,,WLPSA,,WEST ANGELAS RWY04 RIGHT INIT APP,,,,-23.32374,118.53228,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPSB.GNA,,WLPSB,,WEST ANGELAS RWY04 CENTRE INIT APP,,,,-23.28221,118.43867,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPSF.GNA,,WLPSF,,WEST ANGELAS RWY04 FINAL APP,,,,-23.20023,118.59639,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPSH.GNA,,WLPSH,,WEST ANGELAS RWY04 MISSED APP HOLD,,,,-23.12631,118.73818,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPSI.GNA,,WLPSI,,WEST ANGELAS RWY04 INTERMEDIATE APP,,,,-23.24124,118.51755,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AU.WLPSM.GNA,,WLPSM,,WEST ANGELAS RWY04 MISSED APP,,,,-23.15097,118.69094,,,,,,,,,------------,AU,,,,,,,,GNA,----a---,WA,
au.bom:AY.AHK.WPT,,AHK,,ABM HOSKINS,,,,-5.94333,150.92,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.ANIR.WPT,,ANIR,,ANIR,,,,-4.24667,153.64333,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.ARW.WPT,,ARW,,ARAWE,,,,-6.10167,149,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.AYBK.AD,,AYBK,,BUKA,,,,-5.42222,154.67278,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYCH.AD,,AYCH,,CHIMBU,,,,-6.02429,144.97053,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYDU.AD,,AYDU,,DARU INTL,,,,-9.08694,143.20778,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYGA.AD,,AYGA,,GOROKA,,,,-6.0825,145.39139,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYGN.AD,,AYGN,,GURNEY A'LOTAU,,,,-10.31056,150.33417,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYGR.AD,,AYGR,,GIRUA,,,,-8.80444,148.30889,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYHK.AD,,AYHK,,HOSKINS,,,,-5.46167,150.40528,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYKA.AD,,AYKA,,KIRIWINA,,,,-8.50639,151.08083,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYKI.AD,,AYKI,,KIUNGA,,,,-6.12528,141.2825,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYKK.AD,,AYKK,,KIKORI,,,,-7.42556,144.24806,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYKM.AD,,AYKM,,KEREMA,,,,-7.96667,145.76667,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYKT.AD,,AYKT,,KIETA,,,,-6.30333,155.72333,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYKV.AD,,AYKV,,KAVIENG,,,,-2.57889,150.8075,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYKY.AD,,AYKY,,KUNAYE,,,,-3.04389,152.62917,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYMD.AD,,AYMD,,MADANG,,,,-5.20861,145.78778,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYMH.AD,,AYMH,,MOUNT HAGEN,,,,-5.82889,144.30056,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYMN.AD,,AYMN,,MENDI,,,,-6.14833,143.65722,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYMO.AD,,AYMO,,MOMOTE,,,,-2.06167,147.42417,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYMR.AD,,AYMR,,MORO,,,,-6.36306,143.23833,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYMS.AD,,AYMS,,MISIMA,,,,-10.68917,152.8375,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYNZ.AD,,AYNZ,,NADZAB,,,,-6.56972,146.72611,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYPY.AD,,AYPY,,JACKSON,,,,-9.44139,147.22056,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYRB.AD,,AYRB,,RABAUL,,,,-4.225,152.2,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYTB.AD,,AYTB,,TABUBIL,,,,-5.27972,141.22722,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYTK.AD,,AYTK,,TOKUA,,,,-4.34056,152.37972,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYVN.AD,,AYVN,,VANIMO,,,,-2.69222,141.30222,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYWD.AD,,AYWD,,WAPENAMANDA,,,,-5.6433,143.89541,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.AYWK.AD,,AYWK,,WEWAK,,,,-3.58389,143.66917,,,,,,,,,--------A---,AY,,,,,,,,AD,----a---,,
au.bom:AY.BEC.WPT,,BEC,,BEECHEY,,,,-6.47833,151.72667,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.BUK.DME,,BUK,,BUKA,,,,-5.44333,154.66667,,,,,,,,,----------N-,AY,,,,,,,,DME,----a---,OTH,
au.bom:AY.BUK.NDB,,BUK,,BUKA,,,,-5.44389,154.66583,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,OTH,
au.bom:AY.CDP.WPT,,CDP,,CAPE DAMPIER,,,,-6.08667,151,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.CHG.WPT,,CHG,,CAPE HAPAG,,,,-4.66,153.04,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.DAU.DME,,DAU,,DARU,,,,-9.07333,143.21167,,,,,,,,,----------N-,AY,,,,,,,,DME,----a---,OTH,
au.bom:AY.DAU.NDB,,DAU,,DARU,,,,-9.075,143.21333,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,OTH,
au.bom:AY.DEE.NDB,,DEE,,DEEGAN,,,,-9.46333,147.23167,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.DOHRT.WPT,,DOHRT,,DOHRT,,,,0,156.83333,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.DVR.WPT,,DVR,,DAVARA,,,,-8,149.72667,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.EMP.WPT,,EMP,,EMPEROR,,,,-8.69667,146.09667,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.ESI.WPT,,ESI,,ESITA,,,,-6.42667,149,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.ESKIM.WPT,,ESKIM,,ESKIM,,,,-9.765,145.905,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.FIN.DME,,FIN,,FINSCHHAFEN,,,,-6.62028,147.855,,,,,,,,,----------N-,AY,,,,,,,,DME,----a---,,
au.bom:AY.FIN.NDB,,FIN,,FINSCHHAFEN,,,,-6.61778,147.85722,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.GA.NDB,,GA,,GOROKA,,,,-6.07833,145.39,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.GBE.NDBDME,,GBE,,GOBE,,,,-6.89,143.67833,,,,,,,,,----------N-,AY,,,,,,,,NDBDME,----a---,,
au.bom:AY.GNY.NDB,,GNY,,GURNEY,,,,-10.31833,150.365,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,OTH,
au.bom:AY.GNY.VORDME,,GNY,,GURNEY,,,,-10.31667,150.36167,,,,,,,,,----------N-,AY,,,,,,,,VORDME,----a---,OTH,
au.bom:AY.GUA.DME,,GUA,,GIRUA,,,,-8.745,148.25333,,,,,,,,,----------N-,AY,,,,,,,,DME,----a---,OTH,
au.bom:AY.GUA.NDB,,GUA,,GIRUA,,,,-8.745,148.255,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,OTH,
au.bom:AY.GUARI.WPT,,GUARI,,GUARI,,,,-8.12499,146.98011,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.GUVOG.WPT,,GUVOG,,GUVOG,,,,-10.15833,152.36167,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.HKN.NDBDME,,HKN,,HOSKINS,,,,-5.45833,150.415,,,,,,,,,----------N-,AY,,,,,,,,NDBDME,----a---,,
au.bom:AY.ISL.TSP,,ISL,,ISULA,,,,-8.545,144.44667,,,,,,,,,------------,AY,,,,,,,,TSP,----a---,,
au.bom:AY.JQN.WPT,,JQN,,JACQUINOT,,,,-6,152.50833,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.JSN.NDB,,JSN,,PORT MORESBY LOM RW14L,,,,-9.37667,147.17667,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.JSN.OM,,JSN,,PORT MORESBY LOM RW14L,,,,-9.38111,147.17,,,,,,,,,------------,AY,,,,,,,,OM,----a---,OTH,
au.bom:AY.KAPKI.WPT,,KAPKI,,KAPKI,,,,-10.24833,148.295,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.KAPPU.WPT,,KAPPU,,KAPPU,,,,-5.88472,142.20972,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.KAV.NDB,,KAV,,KAVIENG,,,,-2.58667,150.81333,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.KAV.VORDME,,KAV,,KAVIENG,,,,-2.60333,150.83667,,,,,,,,,----------N-,AY,,,,,,,,VORDME,----a---,,
au.bom:AY.KIA.NDB,,KIA,,KIETA,,,,-6.30417,155.72,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,OTH,
au.bom:AY.KIK.NDB,,KIK,,KIKORI,,,,-7.42667,144.25,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.KIU.NDBDME,,KIU,,KIUNGA,,,,-6.12167,141.28667,,,,,,,,,----------N-,AY,,,,,,,,NDBDME,----a---,,
au.bom:AY.KRB.WPT,,KRB,,KARBA,,,,-4.38167,147.415,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.KRM.NDBDME,,KRM,,KEREMA,,,,-7.96333,145.77833,,,,,,,,,----------N-,AY,,,,,,,,NDBDME,----a---,OTH,
au.bom:AY.KUB.NDB,,KUB,,KUBUNA,,,,-8.69333,146.755,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.KUL.NDB,,KUL,,KUMUL,,,,-8.06667,144.55833,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.KUT.NDB,,KUT,,KUMBUL PLATFORM,,,,-8.06289,144.56173,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.KWA.DME,,KWA,,KIRIWINA,,,,-8.505,151.08833,,,,,,,,,----------N-,AY,,,,,,,,DME,----a---,OTH,
au.bom:AY.LAE.NDB,,LAE,,LAE,,,,-6.73861,146.99694,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.LENAK.WPT,,LENAK,,LENAK,,,,-10.76,146.96,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.LHR.NDB,,LHR,,KUNAYE,,,,-3.045,152.62667,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.LOBAU.WPT,,LOBAU,,LOBAU,,,,-4.545,150.91833,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.MABRO.WPT,,MABRO,,MABRO,,,,-10.78167,147.155,,,,,,,,,---------W--,AY,,,,,,,,WPT,----a---,,
au.bom:AY.MAG.NDB,,MAG,,MADANG,,,,-5.21389,145.78361,,,,,,,,,----------N-,AY,,,,,,,,NDB,----a---,,
au.bom:AY.MAG.VORDME,,MAG,,MADANG,,,,-5.21167,145.77667,,,,,,,,,----------N-,AY,,,,,,,,VORDME,----a---,,
