id,wmo,icao,iata,name,custom-name,elevation,pressure-sensor-height,latitude,longitude,priority,country-code,time-zone,state-region,runway-direction-1,runway-direction-2,minimum-sector-altitude,group,flags,icao-region,polygon,polyline,population,custom-id,GML-id,organisation,hide-coordinates,type,source,state,area-number
au.bom:YB.YGAY.AD,,YGAY,,GAYNDAH,,,,-25.615217,151.620772,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YGBI.AD,,YGBI,,SOUTH GOULBURN ISLAND,,,,-11.65061389,133.3820639,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YGDA.AD,,YGDA,,GOODOOGA,,,,-29.07344167,147.3761778,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,22
au.bom:YB.YGDH.AD,,YGDH,,GUNNEDAH,,,,-30.96108333,150.2506333,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YGDI.AD,,YGDI,,GOONDIWINDI,,,,-28.52127778,150.3201944,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YGDS.ALA,,YGDS,,GREGORY DOWNS,,,,-18.62545833,139.2336111,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YGFN.AD,,YGFN,,GRAFTON,,,,-29.75944167,153.0299972,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YGGS.ALA,,YGGS,,GREGORY SPRINGS,,,,-19.71666667,144.3666667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YGIB.ALA,,YGIB,,GIBB RIVER,,,,-16.41871667,126.4460333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YGIL.ALA,,YGIL,,GILGANDRA,,,,-31.69695,148.6360667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NSW,22
au.bom:YB.YGLA.AD,,YGLA,,GLADSTONE,,,,-23.86980556,151.2227444,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YGLE.ALA,,YGLE,,GLENGYLE,,,,-24.7989,139.5967,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YGLI.AD,,YGLI,,GLEN INNES,,,,-29.675,151.689444,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YGLO.ALA,,YGLO,,GLENORMISTON,,,,-22.88897222,138.824275,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YGON.AD,,YGON,,MOUNT GORDON,,,,-19.77188056,139.4010889,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,43
au.bom:YB.YGPT.AD,,YGPT,,GARDEN POINT,,,,-11.399081,130.425244,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YGTE.AD,,YGTE,,GROOTE EYLANDT,,,,-13.97334167,136.460825,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YGTN.AD,,YGTN,,GEORGETOWN (QLD),,,,-18.30325556,143.5309472,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,43
au.bom:YB.YGYM.ALA,,YGYM,,GYMPIE,,,,-26.28288333,152.7019472,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,40
au.bom:YB.YHBA.AD,,YHBA,,HERVEY BAY,,,,-25.31881389,152.8802972,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YHID.AD,,YHID,,HORN ISLAND,,,,-10.58644167,142.2900306,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YHLC.AD,,YHLC,,HALLS CREEK,,,,-18.23395556,127.6696028,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,WA,69
au.bom:YB.YHOO.ALA,,YHOO,,HOOKER CREEK,,,,-18.32833333,130.6466667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YHOV.ALA,,YHOV,,HODGSON RIVER,,,,-15.57472222,134.0955556,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YHUG.AD,,YHUG,,HUGHENDEN,,,,-20.814925,144.2251972,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,43
au.bom:YB.YIFL.AD,,YIFL,,INNISFAIL/MUNDOO,,,,-17.558583,146.0116194,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YIFY.ALA,,YIFY,,IFFLEY,,,,-18.9,141.2166667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YIGM.ALA,,YIGM,,INGHAM,,,,-18.66060833,146.151775,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YINJ.ALA,,YINJ,,INJUNE,,,,-25.85,148.55,,,,,,,,,------------,YB,,,,,,,,ALA,---pa---,QLD,41
au.bom:YB.YINW.ALA,,YINW,,INVERWAY,,,,-17.8391,129.6381167,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YISF.ALA,,YISF,,ISISFORD,,,,-24.25913333,144.4242833,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YIVL.AD,,YIVL,,INVERELL,,,,-29.88831389,151.1441861,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YJAB.AD,,YJAB,,JABIRU,,,,-12.65841667,132.8930917,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YJDA.ALA,,YJDA,,JUNDAH,,,,-24.83149167,143.0654167,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YJLC.AD,,YJLC,,JULIA CREEK,,,,-20.66836667,141.7224917,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,43
au.bom:YB.YKAL.ALA,,YKAL,,KALUMBURU,,,,-14.28803333,126.6310778,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YKID.ALA,,YKID,,KIDSTON,,,,-18.87069444,144.1733556,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YKIL.ALA,,YKIL,,KILDURK STN,,,,-16.43138889,129.6141667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YKIR.ALA,,YKIR,,KIRKIMBIE STN,,,,-17.77838889,129.2095,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YKKG.AD,,YKKG,,KALKGURUNG,,,,-17.43195,130.8079361,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,84
au.bom:YB.YKLE.ALA,,YKLE,,KILLARNEY,,,,-16.25027778,131.7469444,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YKMB.AD,,YKMB,,KARUMBA,,,,-17.4555,140.831667,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YKML.ALA,,YKML,,KAMILEROI,,,,-19.37461389,140.0560611,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YKMP.AD,,YKMP,,KEMPSEY,,,,-31.07431944,152.7696472,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YKOW.AD,,YKOW,,KOWANYAMA,,,,-15.485594,141.751422,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YKRY.AD,,YKRY,,KINGAROY,,,,-26.58081111,151.8410083,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YLAH.ALA,,YLAH,,LAWN HILL,,,,-18.57638889,138.5847222,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YLBD.AD,,YLBD,,DJARINDJIN/LOMBADINA,,,,-16.51527778,122.9236111,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,WA,69
au.bom:YB.YLDL.ALA,,YLDL,,LISSADELL,,,,-16.661,128.5938333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YLEV.AD,,YLEV,,LAKE EVELLA,,,,-12.49901111,135.8057028,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YLGB.ALA,,YLGB,,LA GRANGE BAY,,,,-18.68333333,121.8083333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YLGU.ALA,,YLGU,,LEGUNE STN,,,,-15.2152,129.4448806,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YLHI.AD,,YLHI,,LORD HOWE ISLAND,,,,-31.53835,159.0771889,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,24
au.bom:YB.YLHR.AD,,YLHR,,LOCKHART RIVER,,,,-12.787075,143.3046889,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YLIS.AD,,YLIS,,LISMORE,,,,-28.82666667,153.2575,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YLKN.ALA,,YLKN,,LAKE NASH,,,,-20.97995,137.9174583,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YLLE.AD,,YLLE,,BALLERA,,,,-27.40833333,141.8083333,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,41
au.bom:YB.YLMQ.ALA,,YLMQ,,LAKE MACQUARIE AIRPORT,,,,-33.06622778,151.6480472,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NSW,20
au.bom:YB.YLOR.ALA,,YLOR,,LORRAINE,,,,-19.00638889,139.8994444,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YLRA.ALA,,YLRA,,LAURA,,,,-15.55,144.45,,,,,,,,,------------,YB,,,,,,,,ALA,---pa---,QLD,45
au.bom:YB.YLRD.AD,,YLRD,,LIGHTNING RIDGE,,,,-29.45677222,147.9845056,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,22
au.bom:YB.YLRE.AD,,YLRE,,LONGREACH,,,,-23.43416944,144.2802583,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,41
au.bom:YB.YLVK.HLS,,YLVK,,LAVARACK,,,,-19.32083333,146.8019444,,,,,,,,,------------,YB,,,,,,,,HLS,---p----,QLD,44
au.bom:YB.YLZI.ALA,,YLZI,,LIZARD ISLAND,,,,-14.6729,145.4542333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YMBA.AD,,YMBA,,MAREEBA,,,,-17.070575,145.4239167,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YMCL.ALA,,YMCL,,MOUNT COOLON,,,,-21.387,147.3322833,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YMDG.AD,,YMDG,,MUDGEE,,,,-32.56248889,149.6110917,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YMGB.AD,,YMGB,,MILINGIMBI,,,,-12.09446667,134.8935306,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YMGD.AD,,YMGD,,MANINGRIDA,,,,-12.05605278,134.2340778,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YMGI.ALA,,YMGI,,MUNGINDI,,,,-28.96711667,149.0536,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NSW,41
au.bom:YB.YMGV.ALA,,YMGV,,MUSGRAVE ROADHOUSE,,,,-14.78111111,143.5033333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YMHO.ALA,,YMHO,,MOUNT HOUSE,,,,-17.051,125.7134667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YMHU.AD,,YMHU,,MCARTHUR RIVER MINE,,,,-16.44331111,136.0766694,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YMHW.ALA,,YMHW,,MOUNT HOWITT,,,,-26.51106111,142.2832722,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YMIP.ALA,,YMIP,,MITCHELL PLATEAU,,,,-14.79021111,125.8258278,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YMIR.ALA,,YMIR,,MIRANDA DOWNS,,,,-17.33333333,141.9166667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YMIT.ALA,,YMIT,,MITCHELL,,,,-26.48342778,147.9367694,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YMLS.AD,,YMLS,,MILES,,,,-26.80603333,150.1697833,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YMMU.ALA,,YMMU,,MIDDLEMOUNT,,,,-22.8025,148.7047222,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YMND.AD,,YMND,,MAITLAND (NSW),,,,-32.70412778,151.4888333,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YMNK.ALA,,YMNK,,MONKIRA,,,,-24.818533,140.5532,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YMNY.ALA,,YMNY,,MORNEY,,,,-25.35833333,141.4333333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YMOR.AD,,YMOR,,MOREE,,,,-29.49881389,149.8446528,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YMQA.ALA,,YMQA,,MARQUA,,,,-22.85,137.3333333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YMRB.AD,,YMRB,,MORANBAH,,,,-22.057911,148.077556,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,44
au.bom:YB.YMRT.ALA,,YMRT,,MOUNT GARNET,,,,-17.7,145.15,,,,,,,,,------------,YB,,,,,,,,ALA,---pa---,QLD,45
au.bom:YB.YMSF.ALA,,YMSF,,MOUNT SANFORD STATION,,,,-16.97833333,130.555,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YMTA.ALA,,YMTA,,MITTIEBAH,,,,-18.80633333,137.0751667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YMTB.ALA,,YMTB,,MUTTABURRA,,,,-22.58333333,144.5333333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YMTI.AD,,YMTI,,MORNINGTON ISLAND,,,,-16.66262778,139.1779333,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YMTJ.ALA,,YMTJ,,MONTEJINNI,,,,-16.70472222,131.7341667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YMTO.ALA,,YMTO,,MONTO,,,,-24.89223333,151.1018194,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,40
au.bom:YB.YMVY.ALA,,YMVY,,MOUNT VALLEY,,,,-14.08333333,133.8166667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YMYB.AD,,YMYB,,MARYBOROUGH (QLD),,,,-25.51333611,152.7151111,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YMYH.ALA,,YMYH,,MALLAPUNYAH SPRINGS STN,,,,-16.96666667,135.7766667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YNAB.ALA,,YNAB,,NABARLEK,,,,-12.30833333,133.3125,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YNAP.ALA,,YNAP,,NAPPA MERRIE,,,,-27.55833333,141.1333333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YNAT.ALA,,YNAT,,NATHAN RIVER STN,,,,-15.58703889,135.4299139,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YNBR.AD,,YNBR,,NARRABRI,,,,-30.31918333,149.8273417,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YNDS.ALA,,YNDS,,NATAL DOWNS,,,,-21.08333333,146.15,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YNGU.AD,,YNGU,,NGUKURR,,,,-14.722825,134.7476028,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YNKA.ALA,,YNKA,,NOONKANBAH,,,,-18.49166667,124.851,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YNPE.AD,,YNPE,,NORTHERN PENINSULA,,,,-10.95082222,142.4594583,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YNTN.AD,,YNTN,,NORMANTON,,,,-17.685,141.070247,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YNUM.AD,,YNUM,,NUMBULWAR,,,,-14.27166111,135.7166722,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YNUT.ALA,,YNUT,,NUTWOOD DOWNS,,,,-15.81666667,134.15,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YOEN.AD,,YOEN,,OENPELLI,,,,-12.32521111,133.0056444,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YORV.ALA,,YORV,,ORD RIVER,,,,-17.34111111,128.9119444,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,WA,69
au.bom:YB.YPDN.AD,,YPDN,,DARWIN,,,,-12.41460278,130.8767889,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YPGV.AD,,YPGV,,GOVE,,,,-12.26929444,136.8183361,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YPKT.AD,,YPKT,,PORT KEATS,,,,-14.24986944,129.5292167,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YPKU.AD,,YPKU,,KUNUNURRA,,,,-15.77804167,128.707425,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,WA,69
au.bom:YB.YPMP.AD,,YPMP,,PORMPURAAW,,,,-14.89745556,141.6109278,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,45
au.bom:YB.YPMQ.AD,,YPMQ,,PORT MACQUARIE,,,,-31.43593611,152.8633528,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YPND.ALA,,YPND,,PENTLAND,,,,-20.53333333,145.3666667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YPTN.AD,,YPTN,,TINDAL,,,,-14.52099444,132.3778611,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YQDI.AD,,YQDI,,QUIRINDI,,,,-31.49869167,150.5180306,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YQLP.AD,,YQLP,,QUILPIE,,,,-26.60852778,144.2573028,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,41
au.bom:YB.YRBR.ALA,,YRBR,,ROBINSON RIVER,,,,-16.71833333,136.945,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YRLL.ALA,,YRLL,,ROLLESTON,,,,-24.46153056,148.6271972,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,40
au.bom:YB.YRMD.AD,,YRMD,,RICHMOND (QLD),,,,-20.70202222,143.1148222,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,43
au.bom:YB.YRNG.AD,,YRNG,,RAMINGINING,,,,-12.35645556,134.8975722,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YROM.AD,,YROM,,ROMA,,,,-26.54524167,148.7748833,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,41
au.bom:YB.YRSB.ALA,,YRSB,,ROSEBERTH,,,,-25.83333333,139.65,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YRTP.ALA,,YRTP,,RUTLAND PLAINS,,,,-15.64326944,141.8432028,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YSCO.AD,,YSCO,,SCONE,,,,-32.03725,150.8321333,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YSGE.AD,,YSGE,,SAINT GEORGE,,,,-28.04975556,148.5952972,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,41
au.bom:YB.YSLW.ALA,,YSLW,,ST LAWRENCE,,,,-22.36666667,149.4666667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YSMH.ALA,,YSMH,,SAMUEL HILL,,,,-22.75,150.6333333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YSMP.ALA,,YSMP,,SMITH PT,,,,-11.15,132.15,,,,,,,,,------------,YB,,,,,,,,ALA,---pa---,NT,80
au.bom:YB.YSNK.AD,,YSNK,,SNAKE BAY,,,,-11.42288333,130.6535194,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,80
au.bom:YB.YSPE.AD,,YSPE,,STANTHORPE,,,,-28.62026944,151.9905667,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,20
au.bom:YB.YSPK.ALA,,YSPK,,SPRING CREEK,,,,-18.62166667,144.5683333,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YSRT.ALA,,YSRT,,SURAT,,,,-27.15955556,149.075975,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YSTO.ALA,,YSTO,,STONEHENGE,,,,-24.35631667,143.2913,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YSTW.AD,,YSTW,,TAMWORTH,,,,-31.08377778,150.8466861,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YSUJ.ALA,,YSUJ,,SUPPLEJACK DOWNS,,,,-19.26666667,129.95,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YTAA.ALA,,YTAA,,TARA,,,,-27.15679722,150.4766806,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,40
au.bom:YB.YTAM.AD,,YTAM,,TAROOM,,,,-25.80203333,149.8994444,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YTAN.ALA,,YTAN,,TANAMI DOWNS,,,,-20.58333333,129.75,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YTBR.ALA,,YTBR,,TIMBER CREEK,,,,-15.6205,130.4456806,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YTDR.AD,,YTDR,,THEODORE,,,,-24.98627778,150.0931028,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YTEE.AD,,YTEE,,TREPELL,,,,-21.83491111,140.8879361,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,43
au.bom:YB.YTFD.ALA,,YTFD,,TENTERFIELD,,,,-28.99110278,151.9297944,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NSW,20
au.bom:YB.YTGM.AD,,YTGM,,THARGOMINDAH,,,,-27.98635278,143.8109028,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,41
au.bom:YB.YTGT.AD,,YTGT,,THE GRANITES,,,,-20.548333,130.35,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,84
au.bom:YB.YTHY.ALA,,YTHY,,THYLUNGRA,,,,-26.09328056,143.4524972,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YTMO.AD,,YTMO,,THE MONUMENT,,,,-21.81194444,139.9233333,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,43
au.bom:YB.YTNG.AD,,YTNG,,THANGOOL,,,,-24.49377222,150.5762444,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YTNK.AD,,YTNK,,TENNANT CREEK,,,,-19.63450556,134.1832833,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NT,84
au.bom:YB.YTNR.ALA,,YTNR,,TANUMBIRINI STN,,,,-16.45,134.65,,,,,,,,,------------,YB,,,,,,,,ALA,---pa---,NT,80
au.bom:YB.YTRE.AD,,YTRE,,TAREE,,,,-31.88855556,152.5138361,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,20
au.bom:YB.YTTI.AD,,YTTI,,TROUGHTON ISLAND,,,,-13.75166667,126.1483333,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,WA,86
au.bom:YB.YTWB.AD,,YTWB,,TOOWOOMBA,,,,-27.54146667,151.9124222,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YUCH.ALA,,YUCH,,UCHARONIDGE STN,,,,-17.67361111,134.2380556,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YUDG.ALA,,YUDG,,URANDANGI,,,,-21.59448333,138.36565,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,43
au.bom:YB.YUNY.ALA,,YUNY,,CLUNY,,,,-24.51148333,139.6172,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,41
au.bom:YB.YVRD.ALA,,YVRD,,VICTORIA RIVER DOWNS,,,,-16.40361667,131.0025,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,80
au.bom:YB.YVRS.ALA,,YVRS,,VAN ROOK STATION,,,,-16.96216944,141.9525861,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YWAV.ALA,,YWAV,,WAVE HILL,,,,-17.39363889,131.1190972,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YWBI.ALA,,YWBI,,WARRABRI,,,,-20.99928333,134.3964389,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NT,84
au.bom:YB.YWCH.ALA,,YWCH,,WALCHA,,,,-31.00708333,151.55535,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,NSW,20
au.bom:YB.YWCK.AD,,YWCK,,WARWICK,,,,-28.14944444,151.9430556,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,40
au.bom:YB.YWDH.AD,,YWDH,,WINDORAH,,,,-25.41294444,142.6673056,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,QLD,41
au.bom:YB.YWDL.ALA,,YWDL,,WONDOOLA,,,,-18.575,140.8916667,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,45
au.bom:YB.YWDV.ALA,,YWDV,,WANDO VALE,,,,-19.66666667,144.9,,,,,,,,,------------,YB,,,,,,,,ALA,---p----,QLD,44
au.bom:YB.YWLG.AD,,YWLG,,WALGETT,,,,-30.03266667,148.1257778,,,,,,,,,--------A---,YB,,,,,,,,AD,---p----,NSW,22
